source_file,source_url,split,label,destination,width,height,bytes,sha256
Ragdoll_195.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Ragdoll_195.jpg,anchor,cat,workspace/data/anchors/cat/cat_anchor.jpg,500,334,91405,7a8e1ccafddaa2c27730c82543e14387855d269959f121a7adfb1a53a4ec3f67
staffordshire_bull_terrier_78.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/staffordshire_bull_terrier_78.jpg,anchor,dog,workspace/data/anchors/dog/dog_anchor.jpg,500,375,175730,1915bbffedb678683f880f613a956b7a67e1015669fb7370b156697090703405
pug_185.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_185.jpg,anchor,pug,workspace/data/anchors/pug/pug_anchor.jpg,300,225,9577,8a628281418134f7aa52719f58c6dcd703c8d3f8d17d16475985eaefa60eb781
Abyssinian_137.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Abyssinian_137.jpg,test,cat,workspace/data/dataset/test/cat/Abyssinian_137.jpg,1600,1200,184225,1a67cdd6db07950879c74455aea53463ff167c002c19d946dff8f2187fbb8469
Abyssinian_56.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Abyssinian_56.jpg,test,cat,workspace/data/dataset/test/cat/Abyssinian_56.jpg,250,188,6641,9a52bb61f893bea36b42f804b08efcaae94e77e77fbf49a6f52e6ed4ebf7f12e
Bengal_168.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_168.jpg,test,cat,workspace/data/dataset/test/cat/Bengal_168.jpg,300,225,12946,af612ee2300dc2bad7644d88baea8c33c313bbedc92d6f715fdfe6cf3058f182
Bengal_89.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_89.jpg,test,cat,workspace/data/dataset/test/cat/Bengal_89.jpg,333,500,101480,26c628993c3793abad088ff38879ddf325cb96dd400ebebdc083cc746325a84f
Birman_201.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Birman_201.jpg,test,cat,workspace/data/dataset/test/cat/Birman_201.jpg,600,400,25669,e12a9fd5b5936370f6f7227225780ce3cfa9ebd82b5890622ec5b4de6a6e33eb
British_Shorthair_158.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/British_Shorthair_158.jpg,test,cat,workspace/data/dataset/test/cat/British_Shorthair_158.jpg,500,332,90039,5f70bafabe4196b52d83a3ce86cd49e471bff2a51b04323bd347c5f5c7b1dbc2
British_Shorthair_58.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/British_Shorthair_58.jpg,test,cat,workspace/data/dataset/test/cat/British_Shorthair_58.jpg,375,500,79290,333e715b8d7b02694b196c87c88784262fc5df7f1b524c34fe79b45c05d1b4d3
British_Shorthair_61.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/British_Shorthair_61.jpg,test,cat,workspace/data/dataset/test/cat/British_Shorthair_61.jpg,375,500,111087,6f3052334f3b959254bf3c54f51ef3872def0690b65a6cdeba88c4507a8960f6
British_Shorthair_62.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/British_Shorthair_62.jpg,test,cat,workspace/data/dataset/test/cat/British_Shorthair_62.jpg,500,333,100789,7c7fe0508eb22020a5fa0c0068288be5400ef624d08cea00c8dc7265154c203a
British_Shorthair_66.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/British_Shorthair_66.jpg,test,cat,workspace/data/dataset/test/cat/British_Shorthair_66.jpg,500,333,98596,9efa8069af1860c64de2e8fcc04d384a80131621717c19b23ea74e54fad6545e
Maine_Coon_109.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Maine_Coon_109.jpg,test,cat,workspace/data/dataset/test/cat/Maine_Coon_109.jpg,500,333,70454,42d7cf4e451d954883dd670eeb727fe382289414ccc52a764b84fd2ff8d0b8ff
Maine_Coon_205.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Maine_Coon_205.jpg,test,cat,workspace/data/dataset/test/cat/Maine_Coon_205.jpg,330,500,82057,6309df7795a33fdd660aa94af77668acba56b920c4ddc3a8179c7716b94d5fa4
Maine_Coon_80.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Maine_Coon_80.jpg,test,cat,workspace/data/dataset/test/cat/Maine_Coon_80.jpg,375,500,111991,06036aedcd9514d7c87e6f0c29fd6fa0c63666db9d4c9367d6fe3232cfd81878
Persian_150.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Persian_150.jpg,test,cat,workspace/data/dataset/test/cat/Persian_150.jpg,333,500,99753,af8a32bd114aedec735e1385b7e8a8a347ec9a0171787f0bbb7b5de49dcb7572
Persian_41.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Persian_41.jpg,test,cat,workspace/data/dataset/test/cat/Persian_41.jpg,500,333,136985,669562f3391d875a72b40ec70274292fe7e4d827270b83a578d7632f4ea84604
Ragdoll_136.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Ragdoll_136.jpg,test,cat,workspace/data/dataset/test/cat/Ragdoll_136.jpg,500,449,134167,70c0930a3170ae047e656d518138ac7151259c9ab052729b8b222c567b7373dd
Russian_Blue_133.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Russian_Blue_133.jpg,test,cat,workspace/data/dataset/test/cat/Russian_Blue_133.jpg,500,333,96881,3de7a7e76117e1dd0e58e737254e22b65dd73d60ddfcd41f6b6d218b1a89db45
Russian_Blue_162.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Russian_Blue_162.jpg,test,cat,workspace/data/dataset/test/cat/Russian_Blue_162.jpg,333,500,87498,c9073702b3fce293924fcda9abab0fa37343f74595cdbbb01b4697a216d5f59c
Russian_Blue_185.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Russian_Blue_185.jpg,test,cat,workspace/data/dataset/test/cat/Russian_Blue_185.jpg,355,500,95940,976d8f878957c5d5488da16cc080cb5ac6078cc7bc2f4ca533860b63bb7e3f17
Siamese_103.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_103.jpg,test,cat,workspace/data/dataset/test/cat/Siamese_103.jpg,500,310,75741,bc031ee32bdd36922294ad970712506b92fa271e080e963bde431d137dd7a9ee
Siamese_23.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_23.jpg,test,cat,workspace/data/dataset/test/cat/Siamese_23.jpg,500,466,90093,ce7bf513e7793910927a54c508759a1f0932c0a4813c807d23193e1633c38fe8
Siamese_37.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_37.jpg,test,cat,workspace/data/dataset/test/cat/Siamese_37.jpg,500,333,127854,b3d314a5a4fb83b5cbbe0c9957ea1ceecc37c2d4ae2f6b3de45ceb75e3f6a3d2
Siamese_95.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Siamese_95.jpg,test,cat,workspace/data/dataset/test/cat/Siamese_95.jpg,500,375,123635,743c2f550b2d8f0e5034e137dd8f00c7f731155bc68102ca0c0ef63b7da43291
Sphynx_40.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Sphynx_40.jpg,test,cat,workspace/data/dataset/test/cat/Sphynx_40.jpg,429,500,111962,5bc56a03feb41956c08629e75272fe92fc1adf336fe40f87b74339a92bb2e2f7
american_bulldog_173.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/american_bulldog_173.jpg,test,dog,workspace/data/dataset/test/dog/american_bulldog_173.jpg,500,333,63192,0bd976f70f7aec6cfb3d3928ac7114d13beebd6d9ba13591f602f0e99a981d52
basset_hound_52.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/basset_hound_52.jpg,test,dog,workspace/data/dataset/test/dog/basset_hound_52.jpg,500,313,159079,046e7356a076032f25a3e8ea6e1d81f2ea4ac1e26dca631ce4c7aa04b3b2401e
beagle_23.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_23.jpg,test,dog,workspace/data/dataset/test/dog/beagle_23.jpg,500,335,105864,bda9ff9f33062013a53a6971466b6896dda8637732e725587f04e32918b22970
boxer_57.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/boxer_57.jpg,test,dog,workspace/data/dataset/test/dog/boxer_57.jpg,337,500,105004,6e099dda72d488f19f642009ad11cf59c0ab8a033b43380b7e3a5834cb56c20a
german_shorthaired_6.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/german_shorthaired_6.jpg,test,dog,workspace/data/dataset/test/dog/german_shorthaired_6.jpg,334,500,134390,54fd7c2aeec58f09bff5951df6037ef57d94853e59c53fcfc0d931f1fbd33755
great_pyrenees_157.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/great_pyrenees_157.jpg,test,dog,workspace/data/dataset/test/dog/great_pyrenees_157.jpg,500,412,74291,779890c25ebb891e55b9f534ad94effd4951479ffbe12089076b106c253eddd0
japanese_chin_168.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/japanese_chin_168.jpg,test,dog,workspace/data/dataset/test/dog/japanese_chin_168.jpg,334,500,59818,424157c85dc02a8ce53275b629fe1f07d3d7ac6526e26c5bc214a8fd72dfe7f4
japanese_chin_78.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/japanese_chin_78.jpg,test,dog,workspace/data/dataset/test/dog/japanese_chin_78.jpg,500,375,81051,988d4eb3fd0174d10c9e85a2987801989893416239dabcc84165dbb182d43619
keeshond_145.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/keeshond_145.jpg,test,dog,workspace/data/dataset/test/dog/keeshond_145.jpg,333,500,84052,544433560f49b5cf29b8c6e1c1d34732d342980fb421dd5ede8da0899ec005ee
keeshond_78.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/keeshond_78.jpg,test,dog,workspace/data/dataset/test/dog/keeshond_78.jpg,320,480,42162,c41e38fc4f7654d88e4f5c3382d0f3ee2a32816d3cb69b2fca5c3111d0830464
keeshond_99.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/keeshond_99.jpg,test,dog,workspace/data/dataset/test/dog/keeshond_99.jpg,500,375,108970,9cb7b0dfd123c5ca7caddae6c7186ec0eda58bbc1ad812ebbd5d95f256aecda0
newfoundland_196.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/newfoundland_196.jpg,test,dog,workspace/data/dataset/test/dog/newfoundland_196.jpg,500,333,88614,f2364b6bbbad07f4aaa7ef85531839d7e1dedb6fe139613a632539b550be2e0b
